# number of detected SNeII per unit of redshift interval 
#  z_sim 	 dn_dz_Horiuchi dn_dz_Cole 	 dn_dz_Madau
2.761188439e-02 3.487568994e+00 4.134912814e+00 4.381177275e+00
2.768638870e-02 3.507038873e+00 4.159608590e+00 4.405406929e+00
2.776090176e-02 3.526568587e+00 4.184392472e+00 4.429709201e+00
2.783542187e-02 3.546157736e+00 4.209264015e+00 4.454083580e+00
2.790994902e-02 3.565806365e+00 4.234223342e+00 4.478530110e+00
2.798448544e-02 3.585515108e+00 4.259271324e+00 4.503049571e+00
2.805903035e-02 3.605283803e+00 4.284407819e+00 4.527641749e+00
2.813358230e-02 3.625112117e+00 4.309632469e+00 4.552306218e+00
2.820814131e-02 3.645000094e+00 4.334945397e+00 4.577043024e+00
2.828270986e-02 3.664948446e+00 4.360347570e+00 4.601853038e+00
2.835728663e-02 3.684956868e+00 4.385838669e+00 4.626735872e+00
2.843187047e-02 3.705025094e+00 4.411418418e+00 4.651691184e+00
2.850646137e-02 3.725153168e+00 4.437086939e+00 4.676719016e+00
2.858106205e-02 3.745341872e+00 4.462845293e+00 4.701820332e+00
2.865567072e-02 3.765590771e+00 4.488692990e+00 4.726994576e+00
2.873028647e-02 3.785899658e+00 4.514629832e+00 4.752241482e+00
2.880490928e-02 3.806268578e+00 4.540655940e+00 4.777561095e+00
2.887954211e-02 3.826698382e+00 4.566772467e+00 4.802954460e+00
2.895418272e-02 3.847188507e+00 4.592978758e+00 4.828420868e+00
2.902883040e-02 3.867738806e+00 4.619274689e+00 4.853960124e+00
2.910348516e-02 3.888349324e+00 4.645660383e+00 4.879572272e+00
2.917815014e-02 3.909020976e+00 4.672137076e+00 4.905258438e+00
2.925282271e-02 3.929753080e+00 4.698703960e+00 4.931017764e+00
2.932750236e-02 3.950545544e+00 4.725360981e+00 4.956850125e+00
2.940218910e-02 3.971398413e+00 4.752108260e+00 4.982755564e+00
2.947688624e-02 3.992312662e+00 4.778947115e+00 5.008735282e+00
2.955159080e-02 4.013287500e+00 4.805876594e+00 5.034788285e+00
2.962630244e-02 4.034322883e+00 4.832896706e+00 5.060914508e+00
2.970102119e-02 4.055418858e+00 4.860007574e+00 5.087113996e+00
2.977575051e-02 4.076576456e+00 4.887210589e+00 5.113388020e+00
2.985048708e-02 4.097794783e+00 4.914504667e+00 5.139735457e+00
2.992523075e-02 4.119073842e+00 4.941889876e+00 5.166156301e+00
2.999998153e-02 4.140413680e+00 4.969366339e+00 5.192650598e+00
3.007474304e-02 4.161815380e+00 4.996935515e+00 5.219219680e+00
3.014951166e-02 4.183277953e+00 5.024596199e+00 5.245862311e+00
3.022428739e-02 4.204801446e+00 5.052348511e+00 5.272578537e+00
3.029907036e-02 4.226385944e+00 5.080192626e+00 5.299368449e+00
3.037386393e-02 4.248032462e+00 5.108129918e+00 5.326233300e+00
3.044866463e-02 4.269740042e+00 5.136159217e+00 5.353171887e+00
3.052347244e-02 4.291508729e+00 5.164280644e+00 5.380184255e+00
3.059828762e-02 4.313338641e+00 5.192494414e+00 5.407270540e+00
3.067311329e-02 4.335230739e+00 5.220801835e+00 5.434431921e+00
3.074794608e-02 4.357184087e+00 5.249201761e+00 5.461667226e+00
3.082278601e-02 4.379198730e+00 5.277694315e+00 5.488976501e+00
3.089763340e-02 4.401274815e+00 5.306279750e+00 5.516359916e+00
3.097249120e-02 4.423413255e+00 5.334959313e+00 5.543818591e+00
3.104735613e-02 4.445613134e+00 5.363731881e+00 5.571351380e+00
3.112222820e-02 4.467874496e+00 5.392597578e+00 5.598958326e+00
3.119710782e-02 4.490197513e+00 5.421556686e+00 5.626639629e+00
3.127199777e-02 4.512583060e+00 5.450610408e+00 5.654396365e+00
3.134689486e-02 4.535030234e+00 5.479757637e+00 5.682227402e+00
3.142179910e-02 4.557539082e+00 5.508998494e+00 5.710132785e+00
3.149671096e-02 4.580109791e+00 5.538333289e+00 5.738112737e+00
3.157163309e-02 4.602743211e+00 5.567763190e+00 5.766168300e+00
3.164656237e-02 4.625438448e+00 5.597287098e+00 5.794298353e+00
3.172149881e-02 4.648195548e+00 5.626905137e+00 5.822502942e+00
3.179644292e-02 4.671014712e+00 5.656617633e+00 5.850782305e+00
3.187139726e-02 4.693896774e+00 5.686425735e+00 5.879137463e+00
3.194635877e-02 4.716840842e+00 5.716328346e+00 5.907567301e+00
3.202132744e-02 4.739846963e+00 5.746325590e+00 5.936071864e+00
3.209630380e-02 4.762915346e+00 5.776417804e+00 5.964651400e+00
3.217129039e-02 4.786046820e+00 5.806606132e+00 5.993306924e+00
3.224628415e-02 4.809240490e+00 5.836889472e+00 6.022037317e+00
3.232128508e-02 4.832496403e+00 5.867267948e+00 6.050842625e+00
3.239629371e-02 4.855814771e+00 5.897741899e+00 6.079723099e+00
3.247131257e-02 4.879196427e+00 5.928312481e+00 6.108679760e+00
3.254633860e-02 4.902640471e+00 5.958978577e+00 6.137711480e+00
3.262137182e-02 4.926146949e+00 5.989740314e+00 6.166818305e+00
3.269641273e-02 4.949716069e+00 6.020598025e+00 6.196000482e+00
3.277146389e-02 4.973348683e+00 6.051552890e+00 6.225259053e+00
3.284652224e-02 4.997043875e+00 6.082603775e+00 6.254592874e+00
3.292158777e-02 5.020801693e+00 6.113750803e+00 6.284001990e+00
3.299666097e-02 5.044622334e+00 6.144994298e+00 6.313486636e+00
3.307174446e-02 5.068506681e+00 6.176335480e+00 6.343047892e+00
3.314683515e-02 5.092453797e+00 6.207773186e+00 6.372684587e+00
3.322193303e-02 5.116463731e+00 6.239307540e+00 6.402396770e+00
3.329703853e-02 5.140536664e+00 6.270938847e+00 6.432184654e+00
3.337215438e-02 5.164673520e+00 6.302668381e+00 6.462049370e+00
3.344727743e-02 5.188873339e+00 6.334494944e+00 6.491989717e+00
3.352240769e-02 5.213136167e+00 6.366418662e+00 6.522005743e+00
3.359754550e-02 5.237462165e+00 6.398439809e+00 6.552097634e+00
3.367269374e-02 5.261852310e+00 6.430559733e+00 6.582266587e+00
3.374784919e-02 5.286305610e+00 6.462777194e+00 6.612511364e+00
3.382301185e-02 5.310822112e+00 6.495092314e+00 6.642832011e+00
3.389818199e-02 5.335401949e+00 6.527505332e+00 6.673228680e+00
3.397336264e-02 5.360046164e+00 6.560017688e+00 6.703702650e+00
3.404855052e-02 5.384753728e+00 6.592628087e+00 6.734252636e+00
3.412374561e-02 5.409524686e+00 6.625336653e+00 6.764878684e+00
3.419894809e-02 5.434359137e+00 6.658143577e+00 6.795580902e+00
3.427416119e-02 5.459258205e+00 6.691050408e+00 6.826360669e+00
3.434938152e-02 5.484220816e+00 6.724055790e+00 6.857216645e+00
3.442460908e-02 5.509247015e+00 6.757159846e+00 6.888148875e+00
3.449984389e-02 5.534336857e+00 6.790362712e+00 6.919157416e+00
3.457508947e-02 5.559491563e+00 6.823666065e+00 6.950243763e+00
3.465034228e-02 5.584710005e+00 6.857068476e+00 6.981406511e+00
3.472560234e-02 5.609992231e+00 6.890570070e+00 7.012645706e+00
3.480086963e-02 5.635338286e+00 6.924170973e+00 7.043961396e+00
3.487614759e-02 5.660749375e+00 6.957872841e+00 7.075355053e+00
3.495143292e-02 5.686224436e+00 6.991674331e+00 7.106825357e+00
3.502672549e-02 5.711763475e+00 7.025575514e+00 7.138372302e+00
3.510202532e-02 5.737366539e+00 7.059576514e+00 7.169995935e+00
3.517733565e-02 5.763034783e+00 7.093678929e+00 7.201697671e+00
3.525265352e-02 5.788767253e+00 7.127881552e+00 7.233476316e+00
3.532797865e-02 5.814563895e+00 7.162184376e+00 7.265331796e+00
3.540331103e-02 5.840424757e+00 7.196587527e+00 7.297264158e+00
3.547865374e-02 5.866350941e+00 7.231092533e+00 7.329274749e+00
3.555400418e-02 5.892341609e+00 7.265698343e+00 7.361362523e+00
3.562936189e-02 5.918396645e+00 7.300404865e+00 7.393527326e+00
3.570472687e-02 5.944516098e+00 7.335212224e+00 7.425769205e+00
3.578010197e-02 5.970701006e+00 7.370121868e+00 7.458089430e+00
3.585548501e-02 5.996950665e+00 7.405132922e+00 7.490487121e+00
3.593087533e-02 6.023264889e+00 7.440245200e+00 7.522962036e+00
3.600627293e-02 6.049643726e+00 7.475458826e+00 7.555514221e+00
3.608168043e-02 6.076088144e+00 7.510775157e+00 7.588144860e+00
3.615709611e-02 6.102597590e+00 7.546193517e+00 7.620853258e+00
3.623251907e-02 6.129171797e+00 7.581713611e+00 7.653639075e+00
3.630794931e-02 6.155810812e+00 7.617335566e+00 7.686502357e+00
3.638338922e-02 6.182515528e+00 7.653060636e+00 7.719444191e+00
3.645883756e-02 6.209285557e+00 7.688888364e+00 7.752464088e+00
3.653429319e-02 6.236120544e+00 7.724818340e+00 7.785561599e+00
3.660975611e-02 6.263020537e+00 7.760850688e+00 7.818736770e+00
3.668522845e-02 6.289986340e+00 7.796986550e+00 7.851990583e+00
3.676070947e-02 6.317017750e+00 7.833225713e+00 7.885322772e+00
3.683619780e-02 6.344114316e+00 7.869567636e+00 7.918732770e+00
3.691169343e-02 6.371276085e+00 7.906012446e+00 7.952220625e+00
3.698719820e-02 6.398503768e+00 7.942561156e+00 7.985787199e+00
3.706271195e-02 6.425797359e+00 7.979213822e+00 8.019432475e+00
3.713823301e-02 6.453156304e+00 8.015969762e+00 8.053155755e+00
3.721376137e-02 6.480580651e+00 8.052829102e+00 8.086957089e+00
3.728929858e-02 6.508071006e+00 8.089792719e+00 8.120837210e+00
3.736484508e-02 6.535627581e+00 8.126860961e+00 8.154796369e+00
3.744039890e-02 6.563249708e+00 8.164032990e+00 8.188833728e+00
3.751596003e-02 6.590937436e+00 8.201308933e+00 8.222949338e+00
3.759152970e-02 6.618691258e+00 8.238689518e+00 8.257143793e+00
3.766710897e-02 6.646511621e+00 8.276175409e+00 8.291417632e+00
3.774269557e-02 6.674397735e+00 8.313765601e+00 8.325769869e+00
3.781828950e-02 6.702349648e+00 8.351460224e+00 8.360200552e+00
3.789389164e-02 6.730367734e+00 8.389259840e+00 8.394710129e+00
3.796950372e-02 6.758452691e+00 8.427165456e+00 8.429299447e+00
3.804512314e-02 6.786603598e+00 8.465175890e+00 8.463967362e+00
3.812074989e-02 6.814820504e+00 8.503291270e+00 8.498713919e+00
3.819638450e-02 6.843103651e+00 8.541511984e+00 8.533539407e+00
3.827202942e-02 6.871454010e+00 8.579839404e+00 8.568445006e+00
3.834768169e-02 6.899870518e+00 8.618272160e+00 8.603429398e+00
3.842334130e-02 6.928353226e+00 8.656810377e+00 8.638492632e+00
3.849900839e-02 6.956902235e+00 8.695454257e+00 8.673634820e+00
3.857468618e-02 6.985518805e+00 8.734205565e+00 8.708857502e+00
3.865037132e-02 7.014201726e+00 8.773062724e+00 8.744159176e+00
3.872606381e-02 7.042951046e+00 8.812025864e+00 8.779539889e+00
3.880176366e-02 7.071766815e+00 8.851095109e+00 8.814999689e+00
3.887747409e-02 7.100650312e+00 8.890272259e+00 8.850540139e+00
3.895319214e-02 7.129600457e+00 8.929555909e+00 8.886159898e+00
3.902891755e-02 7.158617203e+00 8.968946056e+00 8.921858894e+00
3.910465032e-02 7.187700597e+00 9.008442827e+00 8.957637177e+00
3.918039326e-02 7.216851772e+00 9.048047820e+00 8.993496123e+00
3.925614424e-02 7.246069955e+00 9.087760048e+00 9.029434773e+00
3.933190259e-02 7.275354941e+00 9.127579292e+00 9.065452860e+00
3.940766831e-02 7.304706777e+00 9.167505679e+00 9.101550431e+00
3.948344378e-02 7.334126434e+00 9.207540591e+00 9.137728669e+00
3.955922772e-02 7.363613472e+00 9.247683489e+00 9.173987017e+00
3.963501905e-02 7.393167514e+00 9.287933921e+00 9.210325002e+00
3.971081775e-02 7.422788609e+00 9.328292017e+00 9.246742671e+00
3.978662575e-02 7.452477556e+00 9.368758925e+00 9.283240995e+00
3.986244269e-02 7.482234266e+00 9.409334586e+00 9.319819851e+00
3.993826701e-02 7.512058183e+00 9.450018302e+00 9.356478543e+00
4.001409873e-02 7.541949356e+00 9.490810201e+00 9.393217119e+00
4.008993928e-02 7.571908402e+00 9.531711187e+00 9.430036328e+00
4.016578924e-02 7.601935605e+00 9.572721708e+00 9.466936502e+00
4.024164659e-02 7.632030217e+00 9.613840804e+00 9.503916712e+00
4.031751135e-02 7.662192288e+00 9.655068604e+00 9.540977007e+00
4.039338445e-02 7.692422244e+00 9.696405752e+00 9.578117899e+00
4.046926746e-02 7.722720761e+00 9.737853232e+00 9.615340203e+00
4.054515788e-02 7.753086891e+00 9.779409808e+00 9.652642744e+00
4.062105571e-02 7.783520683e+00 9.821075610e+00 9.690025570e+00
4.069696138e-02 7.814022362e+00 9.862851005e+00 9.727488945e+00
4.077287747e-02 7.844593017e+00 9.904737545e+00 9.765034194e+00
4.084880098e-02 7.875231489e+00 9.946733705e+00 9.802659880e+00
4.092473191e-02 7.905937827e+00 9.988839612e+00 9.840366052e+00
4.100067025e-02 7.936712082e+00 1.003105539e+01 9.878152759e+00
4.107661936e-02 7.967555662e+00 1.007338305e+01 9.916021719e+00
4.115257599e-02 7.998467302e+00 1.011582090e+01 9.953971365e+00
4.122854005e-02 8.029447013e+00 1.015836901e+01 9.992001700e+00
4.130451153e-02 8.060494845e+00 1.020102753e+01 1.003011277e+01
4.138049323e-02 8.091611992e+00 1.024379815e+01 1.006830603e+01
4.145648301e-02 8.122797629e+00 1.028667979e+01 1.010658045e+01
4.153248022e-02 8.154051541e+00 1.032967223e+01 1.014493577e+01
4.160848487e-02 8.185373780e+00 1.037277559e+01 1.018337202e+01
4.168449918e-02 8.216765312e+00 1.041599127e+01 1.022189038e+01
4.176052214e-02 8.248225775e+00 1.045931882e+01 1.026049041e+01
4.183655254e-02 8.279754720e+00 1.050275769e+01 1.029917152e+01
4.191259038e-02 8.311352197e+00 1.054630801e+01 1.033793377e+01
4.198863730e-02 8.343018933e+00 1.058997083e+01 1.037677805e+01
4.206469347e-02 8.374755055e+00 1.063374641e+01 1.041570448e+01
4.214075709e-02 8.406559865e+00 1.067763382e+01 1.045471222e+01
4.221682816e-02 8.438433413e+00 1.072163321e+01 1.049380129e+01
4.229290771e-02 8.470376176e+00 1.076574529e+01 1.053297228e+01
4.236899712e-02 8.502388791e+00 1.080997100e+01 1.057222596e+01
4.244509398e-02 8.534470300e+00 1.085430908e+01 1.061156113e+01
4.252119831e-02 8.566620755e+00 1.089875966e+01 1.065097786e+01
4.259731049e-02 8.598840367e+00 1.094332308e+01 1.069047637e+01
4.267343317e-02 8.631130311e+00 1.098800105e+01 1.073005811e+01
4.274956331e-02 8.663489357e+00 1.103279191e+01 1.076972155e+01
4.282570093e-02 8.695917554e+00 1.107769580e+01 1.080946674e+01
4.290184602e-02 8.728414954e+00 1.112271284e+01 1.084929373e+01
4.297800173e-02 8.760982952e+00 1.116784503e+01 1.088920422e+01
4.305416518e-02 8.793620373e+00 1.121309080e+01 1.092919675e+01
4.313033611e-02 8.826327152e+00 1.125845012e+01 1.096927124e+01
4.320651452e-02 8.859103342e+00 1.130392312e+01 1.100942773e+01
4.328270289e-02 8.891950060e+00 1.134951141e+01 1.104966758e+01
4.335889968e-02 8.924866695e+00 1.139521421e+01 1.108999003e+01
4.343510396e-02 8.957852898e+00 1.144103109e+01 1.113039464e+01
4.351131573e-02 8.990908720e+00 1.148696217e+01 1.117088146e+01
4.358753677e-02 9.024034985e+00 1.153300868e+01 1.121145148e+01
4.366376692e-02 9.057231678e+00 1.157917063e+01 1.125210468e+01
4.374000457e-02 9.090498148e+00 1.162544720e+01 1.129284024e+01
4.381624973e-02 9.123834444e+00 1.167183850e+01 1.133365821e+01
4.389250345e-02 9.157241089e+00 1.171834533e+01 1.137455923e+01
4.396876700e-02 9.190718684e+00 1.176496857e+01 1.141554400e+01
4.404503806e-02 9.224266265e+00 1.181170696e+01 1.145661135e+01
4.412131662e-02 9.257883882e+00 1.185856061e+01 1.149776131e+01
4.419760304e-02 9.291571738e+00 1.190552987e+01 1.153899412e+01
4.427390002e-02 9.325331082e+00 1.195261654e+01 1.158031131e+01
4.435020451e-02 9.359160621e+00 1.199981888e+01 1.162171127e+01
4.442651651e-02 9.393060406e+00 1.204713701e+01 1.166319405e+01
4.450283604e-02 9.427030489e+00 1.209457107e+01 1.170475971e+01
4.457916607e-02 9.461072249e+00 1.214212305e+01 1.174640992e+01
4.465550402e-02 9.495184596e+00 1.218979148e+01 1.178814332e+01
4.473184950e-02 9.529367398e+00 1.223757623e+01 1.182995976e+01
4.480820251e-02 9.563620709e+00 1.228547745e+01 1.187185928e+01
4.488456526e-02 9.597945572e+00 1.233349664e+01 1.191384314e+01
4.496093671e-02 9.632341576e+00 1.238163330e+01 1.195591084e+01
4.503731569e-02 9.666808248e+00 1.242988681e+01 1.199806177e+01
4.511370221e-02 9.701345639e+00 1.247825732e+01 1.204029598e+01
4.519009769e-02 9.735954442e+00 1.252674585e+01 1.208261432e+01
4.526650266e-02 9.769348598e+00 1.257369726e+01 1.212342081e+01
4.534291518e-02 9.804095417e+00 1.262241527e+01 1.216590147e+01
4.541933524e-02 9.838913157e+00 1.267125078e+01 1.220846562e+01
4.549576345e-02 9.873802147e+00 1.272020432e+01 1.225111364e+01
4.557220198e-02 9.908763425e+00 1.276927741e+01 1.229384679e+01
4.564864806e-02 9.943795785e+00 1.281846840e+01 1.233666357e+01
4.572510169e-02 9.978899278e+00 1.286777744e+01 1.237956405e+01
4.580156288e-02 1.001407396e+01 1.291720465e+01 1.242254827e+01
4.587803476e-02 1.004932132e+01 1.296675219e+01 1.246561805e+01
4.595451443e-02 1.008464007e+01 1.301641832e+01 1.250877180e+01
4.603100167e-02 1.012003018e+01 1.306620303e+01 1.255200945e+01
4.610749647e-02 1.015549168e+01 1.311610644e+01 1.259533105e+01
4.618400112e-02 1.019102569e+01 1.316613018e+01 1.263873795e+01
4.626051441e-02 1.022663170e+01 1.321627360e+01 1.268222951e+01
4.633703527e-02 1.026230928e+01 1.326653613e+01 1.272580517e+01
4.641356371e-02 1.029805846e+01 1.331691790e+01 1.276946499e+01
4.649010114e-02 1.033387997e+01 1.336741997e+01 1.281320983e+01
4.656664809e-02 1.036977410e+01 1.341804283e+01 1.285704004e+01
4.664320261e-02 1.040574001e+01 1.346878534e+01 1.290095456e+01
4.671976472e-02 1.044177774e+01 1.351964762e+01 1.294495345e+01
4.679633493e-02 1.047788759e+01 1.357063015e+01 1.298903706e+01
4.687291556e-02 1.051407070e+01 1.362173461e+01 1.303320677e+01
4.694950377e-02 1.055032581e+01 1.367295925e+01 1.307746099e+01
4.702609958e-02 1.058665295e+01 1.372430420e+01 1.312179980e+01
4.710270298e-02 1.062305218e+01 1.377576960e+01 1.316622323e+01
4.717931693e-02 1.065952496e+01 1.382735756e+01 1.321073305e+01
4.725593886e-02 1.069607012e+01 1.387906649e+01 1.325532783e+01
4.733256840e-02 1.073268753e+01 1.393089627e+01 1.330000740e+01
4.740920554e-02 1.076937726e+01 1.398284704e+01 1.334477180e+01
4.748585230e-02 1.080614030e+01 1.403492028e+01 1.338962227e+01
4.756250798e-02 1.084297640e+01 1.408711567e+01 1.343455845e+01
4.763917128e-02 1.087988496e+01 1.413943245e+01 1.347957963e+01
4.771584218e-02 1.091686604e+01 1.419187075e+01 1.352468585e+01
4.779252177e-02 1.095392021e+01 1.424443142e+01 1.356987780e+01
4.786921123e-02 1.098965697e+01 1.429530585e+01 1.361343296e+01
4.794590832e-02 1.102685284e+01 1.434810510e+01 1.365879086e+01
4.802261302e-02 1.106412143e+01 1.440102640e+01 1.370423400e+01
4.809932544e-02 1.110146286e+01 1.445406993e+01 1.374976250e+01
4.817604871e-02 1.113887869e+01 1.450723801e+01 1.379537826e+01
4.825277961e-02 1.117636741e+01 1.456052854e+01 1.384107943e+01
4.832951814e-02 1.121392907e+01 1.461394164e+01 1.388686605e+01
4.840626431e-02 1.125156373e+01 1.466747745e+01 1.393273819e+01
4.848302053e-02 1.128927263e+01 1.472113781e+01 1.397869733e+01
4.855978527e-02 1.132705508e+01 1.477492177e+01 1.402474263e+01
4.863655766e-02 1.136491068e+01 1.482882885e+01 1.407087359e+01
4.871333769e-02 1.140283950e+01 1.488285919e+01 1.411709027e+01
4.879012677e-02 1.143965909e+01 1.493546914e+01 1.416192882e+01
4.886692539e-02 1.147773220e+01 1.498974310e+01 1.420831430e+01
4.894373167e-02 1.151587868e+01 1.504414071e+01 1.425478565e+01
4.902054559e-02 1.155409859e+01 1.509866210e+01 1.430134292e+01
4.909736754e-02 1.159239216e+01 1.515330767e+01 1.434798640e+01
4.917420008e-02 1.162925794e+01 1.520611439e+01 1.439285778e+01
4.925104027e-02 1.166769512e+01 1.526100319e+01 1.443966910e+01
4.932788812e-02 1.170620594e+01 1.531601629e+01 1.448656654e+01
4.940474363e-02 1.174479043e+01 1.537115383e+01 1.453355015e+01
4.948160942e-02 1.178344999e+01 1.542641783e+01 1.458062160e+01
4.955848356e-02 1.182218369e+01 1.548180703e+01 1.462777975e+01
4.963536536e-02 1.186099123e+01 1.553732107e+01 1.467502424e+01
4.971225484e-02 1.189867827e+01 1.559139501e+01 1.472087741e+01
4.978915353e-02 1.193763055e+01 1.564715467e+01 1.476829092e+01
4.986606165e-02 1.197665772e+01 1.570304084e+01 1.481579199e+01
4.994297744e-02 1.201575896e+01 1.575905238e+01 1.486337960e+01
5.001990090e-02 1.205493430e+01 1.581518944e+01 1.491105381e+01
5.009683250e-02 1.209418405e+01 1.587145246e+01 1.495881493e+01
5.017377463e-02 1.213350947e+01 1.592784335e+01 1.500666453e+01
5.025072443e-02 1.217290917e+01 1.598436015e+01 1.505460087e+01
5.032768192e-02 1.221238321e+01 1.604100300e+01 1.510262402e+01
5.040464711e-02 1.225193163e+01 1.609777204e+01 1.515073403e+01
5.048162260e-02 1.229155585e+01 1.615466934e+01 1.519893259e+01
5.055860645e-02 1.233125491e+01 1.621169359e+01 1.524721853e+01
5.063559800e-02 1.237102852e+01 1.626884444e+01 1.529559149e+01
5.071259724e-02 1.240947060e+01 1.632427228e+01 1.534231306e+01
5.078960567e-02 1.244938973e+01 1.638167133e+01 1.539085566e+01
5.086662360e-02 1.248938450e+01 1.643919870e+01 1.543948655e+01
5.094364923e-02 1.252945404e+01 1.649685320e+01 1.548820467e+01
5.102068257e-02 1.256959840e+01 1.655463495e+01 1.553701007e+01
5.109772394e-02 1.260981781e+01 1.661254435e+01 1.558590300e+01
5.117477597e-02 1.265011369e+01 1.667058350e+01 1.563488519e+01
5.125183572e-02 1.269048455e+01 1.672875032e+01 1.568395482e+01
5.132890318e-02 1.273093046e+01 1.678704495e+01 1.573311194e+01
5.140597836e-02 1.277145146e+01 1.684546751e+01 1.578235660e+01
5.148306367e-02 1.281204889e+01 1.690401999e+01 1.583169040e+01
5.156015756e-02 1.285272198e+01 1.696270133e+01 1.588111241e+01
5.163725918e-02 1.289347032e+01 1.702151102e+01 1.593062212e+01
5.171436852e-02 1.293429399e+01 1.708044920e+01 1.598021959e+01
5.179148680e-02 1.297519368e+01 1.713951693e+01 1.602990566e+01
5.186861487e-02 1.301616988e+01 1.719871499e+01 1.607968091e+01
5.194575066e-02 1.305722157e+01 1.725804195e+01 1.612954408e+01
5.202289420e-02 1.309834880e+01 1.731749794e+01 1.617949523e+01
5.210004547e-02 1.313955162e+01 1.737708310e+01 1.622953441e+01
5.217720773e-02 1.318083183e+01 1.743680008e+01 1.627966378e+01
5.225437774e-02 1.322218776e+01 1.749664651e+01 1.632988130e+01
